root_dir,graph_path,is_eq,n_B,n_C,n_atoms,composition,tag
D:\Sara\All_DFT_Data,120/B103C17_4/S_182526/graphs.pt,0,103,17,120,B103C17,S_182526
D:\Sara\All_DFT_Data,15/B13C2_3/S_302895/graphs.pt,0,13,2,15,B13C2,S_302895
D:\Sara\All_DFT_Data,30/B27C3_2/S_379249/graphs.pt,0,27,3,30,B27C3,S_379249
D:\Sara\All_DFT_Data,60/B51C9_2/S_71214/graphs.pt,0,51,9,60,B51C9,S_71214
D:\Sara\All_DFT_Data,120/B105C15_5/S_157010/graphs.pt,0,105,15,120,B105C15,S_157010
D:\Sara\All_DFT_Data,120/B97C23_4/S_340509/graphs.pt,0,97,23,120,B97C23,S_340509
D:\Sara\All_DFT_Data,15/B13C2_4/S_189374/graphs.pt,0,13,2,15,B13C2,S_189374
D:\Sara\All_DFT_Data,60/B55C5_1/S_311152/graphs.pt,0,55,5,60,B55C5,S_311152
D:\Sara\All_DFT_Data,120/B99C21_1/S_354441/graphs.pt,0,99,21,120,B99C21,S_354441
D:\Sara\All_DFT_Data,60/B51C9_2/S_199825/graphs.pt,0,51,9,60,B51C9,S_199825
D:\Sara\All_DFT_Data,120/B109C11_2/S_261716/graphs.pt,0,109,11,120,B109C11,S_261716
D:\Sara\All_DFT_Data,15/B11C4_4/S_243216/graphs.pt,0,11,4,15,B11C4,S_243216
D:\Sara\All_DFT_Data,15/B14C_5/S_95945/graphs.pt,0,14,1,15,B14C1,S_95945
D:\Sara\All_DFT_Data,120/B109C11_3/S_292833/graphs.pt,0,109,11,120,B109C11,S_292833
D:\Sara\All_DFT_Data,120/B97C23_3/S_138925/graphs.pt,0,97,23,120,B97C23,S_138925
D:\Sara\All_DFT_Data,120/B105C15_1/S_394533/graphs.pt,0,105,15,120,B105C15,S_394533
D:\Sara\All_DFT_Data,60/B55C5_4/S_399825/graphs.pt,0,55,5,60,B55C5,S_399825
D:\Sara\All_DFT_Data,15/B13C2_3/S_310998/graphs.pt,0,13,2,15,B13C2,S_310998
D:\Sara\All_DFT_Data,30/B25C5_4/S_357329/graphs.pt,0,25,5,30,B25C5,S_357329
D:\Sara\All_DFT_Data,60/B55C5_2/S_175110/graphs.pt,0,55,5,60,B55C5,S_175110
D:\Sara\All_DFT_Data,120/B101C19_1/S_335337/graphs.pt,0,101,19,120,B101C19,S_335337
D:\Sara\All_DFT_Data\Test_Data,Test78/graphs.pt,1,47,13,60,B47C13,Test78
D:\Sara\All_DFT_Data,30/B25C5_4/S_319718/graphs.pt,0,25,5,30,B25C5,S_319718
D:\Sara\All_DFT_Data,30/B25C5_2/S_118075/graphs.pt,0,25,5,30,B25C5,S_118075
D:\Sara\All_DFT_Data,120/B111C9_5/S_63582/graphs.pt,0,111,9,120,B111C9,S_63582
D:\Sara\All_DFT_Data,120/B99C21_2/S_34675/graphs.pt,0,99,21,120,B99C21,S_34675
D:\Sara\All_DFT_Data,120/B105C15_1/S_67607/graphs.pt,0,105,15,120,B105C15,S_67607
D:\Sara\All_DFT_Data,30/B27C3_3/S_136770/graphs.pt,0,27,3,30,B27C3,S_136770
D:\Sara\All_DFT_Data,15/B11C4_1/S_285642/graphs.pt,0,11,4,15,B11C4,S_285642
D:\Sara\All_DFT_Data,120/B103C17_2/S_365894/graphs.pt,0,103,17,120,B103C17,S_365894
D:\Sara\All_DFT_Data,120/B105C15_1/S_91812/graphs.pt,0,105,15,120,B105C15,S_91812
D:\Sara\All_DFT_Data,120/B111C9_1/S_302744/graphs.pt,0,111,9,120,B111C9,S_302744
D:\Sara\All_DFT_Data,120/B97C23_1/S_373005/graphs.pt,0,97,23,120,B97C23,S_373005
D:\Sara\All_DFT_Data,60/B51C9_5/S_289121/graphs.pt,0,51,9,60,B51C9,S_289121
D:\Sara\All_DFT_Data,60/B53C7_2/S_393791/graphs.pt,0,53,7,60,B53C7,S_393791
D:\Sara\All_DFT_Data,120/B107C13_3/S_40026/graphs.pt,0,107,13,120,B107C13,S_40026
D:\Sara\All_DFT_Data,30/B27C3_5/S_344190/graphs.pt,0,27,3,30,B27C3,S_344190
D:\Sara\All_DFT_Data,15/B14C_4/S_131700/graphs.pt,0,14,1,15,B14C1,S_131700
D:\Sara\All_DFT_Data,60/B53C7_5/S_746/graphs.pt,0,53,7,60,B53C7,S_746
D:\Sara\All_DFT_Data,15/B11C4_4/S_389389/graphs.pt,0,11,4,15,B11C4,S_389389
D:\Sara\All_DFT_Data,120/B97C23_2/S_193013/graphs.pt,0,97,23,120,B97C23,S_193013
D:\Sara\All_DFT_Data,60/B53C7_3/S_214711/graphs.pt,0,53,7,60,B53C7,S_214711
D:\Sara\All_DFT_Data,120/B109C11_3/S_122693/graphs.pt,0,109,11,120,B109C11,S_122693
D:\Sara\All_DFT_Data,120/B113C7_1/S_74878/graphs.pt,0,113,7,120,B113C7,S_74878
D:\Sara\All_DFT_Data,120/B111C9_1/S_216717/graphs.pt,0,111,9,120,B111C9,S_216717
D:\Sara\All_DFT_Data,120/B103C17_2/S_22404/graphs.pt,0,103,17,120,B103C17,S_22404
D:\Sara\All_DFT_Data,15/B11C4_4/S_7893/graphs.pt,0,11,4,15,B11C4,S_7893
D:\Sara\All_DFT_Data,15/B11C4_5/S_232419/graphs.pt,0,11,4,15,B11C4,S_232419
D:\Sara\All_DFT_Data,15/B11C4_4/S_290753/graphs.pt,0,11,4,15,B11C4,S_290753
D:\Sara\All_DFT_Data,15/B12C3_5/S_660/graphs.pt,0,12,3,15,B12C3,S_660
D:\Sara\All_DFT_Data,15/B14C_2/S_236426/graphs.pt,0,14,1,15,B14C1,S_236426
D:\Sara\All_DFT_Data,15/B14C_1/S_243179/graphs.pt,0,14,1,15,B14C1,S_243179
D:\Sara\All_DFT_Data\Test_Data,Test75/graphs.pt,1,25,5,30,B25C5,Test75
D:\Sara\All_DFT_Data,30/B23C7_4/S_25308/graphs.pt,0,23,7,30,B23C7,S_25308
D:\Sara\All_DFT_Data,120/B113C7_1/S_86025/graphs.pt,0,113,7,120,B113C7,S_86025
D:\Sara\All_DFT_Data,120/B97C23_2/S_344921/graphs.pt,0,97,23,120,B97C23,S_344921
D:\Sara\All_DFT_Data,60/B51C9_1/S_241433/graphs.pt,0,51,9,60,B51C9,S_241433
D:\Sara\All_DFT_Data,120/B99C21_2/S_290146/graphs.pt,0,99,21,120,B99C21,S_290146
D:\Sara\All_DFT_Data,120/B101C19_5/S_18769/graphs.pt,0,101,19,120,B101C19,S_18769
D:\Sara\All_DFT_Data,120/B109C11_3/S_163756/graphs.pt,0,109,11,120,B109C11,S_163756
D:\Sara\All_DFT_Data,120/B97C23_3/S_23371/graphs.pt,0,97,23,120,B97C23,S_23371
D:\Sara\All_DFT_Data,120/B109C11_3/S_186344/graphs.pt,0,109,11,120,B109C11,S_186344
D:\Sara\All_DFT_Data,120/B111C9_5/S_57500/graphs.pt,0,111,9,120,B111C9,S_57500
D:\Sara\All_DFT_Data,30/B27C3_4/S_191241/graphs.pt,0,27,3,30,B27C3,S_191241
D:\Sara\All_DFT_Data,60/B53C7_3/S_292605/graphs.pt,0,53,7,60,B53C7,S_292605
D:\Sara\All_DFT_Data,120/B109C11_1/S_78305/graphs.pt,0,109,11,120,B109C11,S_78305
D:\Sara\All_DFT_Data,15/B13C2_2/S_128126/graphs.pt,0,13,2,15,B13C2,S_128126
D:\Sara\All_DFT_Data,120/B105C15_4/S_190255/graphs.pt,0,105,15,120,B105C15,S_190255
D:\Sara\All_DFT_Data,120/B105C15_2/S_289064/graphs.pt,0,105,15,120,B105C15,S_289064
D:\Sara\All_DFT_Data,60/B53C7_3/S_338844/graphs.pt,0,53,7,60,B53C7,S_338844
D:\Sara\All_DFT_Data,15/B13C2_2/S_259697/graphs.pt,0,13,2,15,B13C2,S_259697
D:\Sara\All_DFT_Data,120/B97C23_4/S_130996/graphs.pt,0,97,23,120,B97C23,S_130996
D:\Sara\All_DFT_Data,30/B25C5_4/S_273158/graphs.pt,0,25,5,30,B25C5,S_273158
D:\Sara\All_DFT_Data,30/B25C5_2/S_28510/graphs.pt,0,25,5,30,B25C5,S_28510
D:\Sara\All_DFT_Data,120/B97C23_2/S_225416/graphs.pt,0,97,23,120,B97C23,S_225416
D:\Sara\All_DFT_Data,60/B47C13_4/S_146440/graphs.pt,0,47,13,60,B47C13,S_146440
D:\Sara\All_DFT_Data,60/B47C13_2/S_109519/graphs.pt,0,47,13,60,B47C13,S_109519
D:\Sara\All_DFT_Data,120/B111C9_2/S_70346/graphs.pt,0,111,9,120,B111C9,S_70346
D:\Sara\All_DFT_Data,120/B113C7_2/S_295340/graphs.pt,0,113,7,120,B113C7,S_295340
D:\Sara\All_DFT_Data,120/B103C17_4/S_397733/graphs.pt,0,103,17,120,B103C17,S_397733
D:\Sara\All_DFT_Data,120/B109C11_1/S_357603/graphs.pt,0,109,11,120,B109C11,S_357603
D:\Sara\All_DFT_Data,15/B14C_2/S_314186/graphs.pt,0,14,1,15,B14C1,S_314186
D:\Sara\All_DFT_Data,60/B51C9_1/S_381587/graphs.pt,0,51,9,60,B51C9,S_381587
D:\Sara\All_DFT_Data,15/B14C_2/S_212896/graphs.pt,0,14,1,15,B14C1,S_212896
D:\Sara\All_DFT_Data,60/B51C9_5/S_122401/graphs.pt,0,51,9,60,B51C9,S_122401
D:\Sara\All_DFT_Data,15/B11C4_1/S_290142/graphs.pt,0,11,4,15,B11C4,S_290142
D:\Sara\All_DFT_Data,60/B51C9_4/S_273454/graphs.pt,0,51,9,60,B51C9,S_273454
D:\Sara\All_DFT_Data,15/B11C4_1/S_51151/graphs.pt,0,11,4,15,B11C4,S_51151
D:\Sara\All_DFT_Data,60/B49C11_4/S_60437/graphs.pt,0,49,11,60,B49C11,S_60437
D:\Sara\All_DFT_Data,120/B107C13_4/S_22394/graphs.pt,0,107,13,120,B107C13,S_22394
D:\Sara\All_DFT_Data,120/B107C13_4/S_377905/graphs.pt,0,107,13,120,B107C13,S_377905
D:\Sara\All_DFT_Data,60/B55C5_1/S_363547/graphs.pt,0,55,5,60,B55C5,S_363547
D:\Sara\All_DFT_Data,120/B113C7_3/S_157643/graphs.pt,0,113,7,120,B113C7,S_157643
D:\Sara\All_DFT_Data,15/B12C3_1/S_385192/graphs.pt,0,12,3,15,B12C3,S_385192
D:\Sara\All_DFT_Data,120/B113C7_1/S_64935/graphs.pt,0,113,7,120,B113C7,S_64935
D:\Sara\All_DFT_Data,30/B23C7_4/S_145331/graphs.pt,0,23,7,30,B23C7,S_145331
D:\Sara\All_DFT_Data,30/B27C3_1/S_390135/graphs.pt,0,27,3,30,B27C3,S_390135
D:\Sara\All_DFT_Data,15/B14C_4/S_350223/graphs.pt,0,14,1,15,B14C1,S_350223
D:\Sara\All_DFT_Data,120/B99C21_3/S_114632/graphs.pt,0,99,21,120,B99C21,S_114632
D:\Sara\All_DFT_Data,120/B107C13_4/S_166847/graphs.pt,0,107,13,120,B107C13,S_166847
D:\Sara\All_DFT_Data,15/B13C2_4/S_73432/graphs.pt,0,13,2,15,B13C2,S_73432
D:\Sara\All_DFT_Data\Test_Data,Test9/graphs.pt,1,11,4,15,B11C4,Test9
D:\Sara\All_DFT_Data,60/B45C15_2/S_180084/graphs.pt,0,45,15,60,B45C15,S_180084
D:\Sara\All_DFT_Data,60/B55C5_4/S_375255/graphs.pt,0,55,5,60,B55C5,S_375255
D:\Sara\All_DFT_Data,60/B49C11_3/S_158709/graphs.pt,0,49,11,60,B49C11,S_158709
D:\Sara\All_DFT_Data\Test_Data,Test52/graphs.pt,1,13,2,15,B13C2,Test52
D:\Sara\All_DFT_Data\Test_Data,Test60/graphs.pt,1,12,3,15,B12C3,Test60
D:\Sara\All_DFT_Data,60/B47C13_1/S_115404/graphs.pt,0,47,13,60,B47C13,S_115404
D:\Sara\All_DFT_Data,30/B27C3_5/S_311200/graphs.pt,0,27,3,30,B27C3,S_311200
D:\Sara\All_DFT_Data,120/B107C13_3/S_37066/graphs.pt,0,107,13,120,B107C13,S_37066
D:\Sara\All_DFT_Data,120/B111C9_4/S_121710/graphs.pt,0,111,9,120,B111C9,S_121710
D:\Sara\All_DFT_Data,60/B51C9_3/S_42766/graphs.pt,0,51,9,60,B51C9,S_42766
D:\Sara\All_DFT_Data,15/B12C3_2/S_205122/graphs.pt,0,12,3,15,B12C3,S_205122
D:\Sara\All_DFT_Data,120/B105C15_2/S_316979/graphs.pt,0,105,15,120,B105C15,S_316979
D:\Sara\All_DFT_Data,120/B97C23_3/S_92055/graphs.pt,0,97,23,120,B97C23,S_92055
D:\Sara\All_DFT_Data,120/B107C13_3/S_224303/graphs.pt,0,107,13,120,B107C13,S_224303
D:\Sara\All_DFT_Data,60/B47C13_5/S_165401/graphs.pt,0,47,13,60,B47C13,S_165401
D:\Sara\All_DFT_Data,15/B13C2_4/S_87770/graphs.pt,0,13,2,15,B13C2,S_87770
D:\Sara\All_DFT_Data,120/B103C17_2/S_270123/graphs.pt,0,103,17,120,B103C17,S_270123
D:\Sara\All_DFT_Data,60/B47C13_5/S_40842/graphs.pt,0,47,13,60,B47C13,S_40842
D:\Sara\All_DFT_Data,15/B14C_1/S_17355/graphs.pt,0,14,1,15,B14C1,S_17355
D:\Sara\All_DFT_Data,60/B49C11_5/S_15797/graphs.pt,0,49,11,60,B49C11,S_15797
D:\Sara\All_DFT_Data,120/B111C9_4/S_374875/graphs.pt,0,111,9,120,B111C9,S_374875
D:\Sara\All_DFT_Data,60/B47C13_2/S_210070/graphs.pt,0,47,13,60,B47C13,S_210070
D:\Sara\All_DFT_Data,120/B97C23_2/S_273074/graphs.pt,0,97,23,120,B97C23,S_273074
D:\Sara\All_DFT_Data,120/B113C7_3/S_164357/graphs.pt,0,113,7,120,B113C7,S_164357
D:\Sara\All_DFT_Data,60/B47C13_5/S_238126/graphs.pt,0,47,13,60,B47C13,S_238126
D:\Sara\All_DFT_Data,120/B99C21_5/S_183372/graphs.pt,0,99,21,120,B99C21,S_183372
D:\Sara\All_DFT_Data,120/B105C15_3/S_44423/graphs.pt,0,105,15,120,B105C15,S_44423
D:\Sara\All_DFT_Data,120/B111C9_4/S_233063/graphs.pt,0,111,9,120,B111C9,S_233063
D:\Sara\All_DFT_Data,120/B103C17_5/S_338885/graphs.pt,0,103,17,120,B103C17,S_338885
D:\Sara\All_DFT_Data\Test_Data,Test20/graphs.pt,1,12,3,15,B12C3,Test20
D:\Sara\All_DFT_Data,120/B105C15_5/S_327769/graphs.pt,0,105,15,120,B105C15,S_327769
D:\Sara\All_DFT_Data,120/B113C7_2/S_100629/graphs.pt,0,113,7,120,B113C7,S_100629
D:\Sara\All_DFT_Data,15/B11C4_1/S_350442/graphs.pt,0,11,4,15,B11C4,S_350442
D:\Sara\All_DFT_Data,60/B47C13_3/S_169991/graphs.pt,0,47,13,60,B47C13,S_169991
D:\Sara\All_DFT_Data,30/B25C5_5/S_256559/graphs.pt,0,25,5,30,B25C5,S_256559
D:\Sara\All_DFT_Data,60/B55C5_1/S_338810/graphs.pt,0,55,5,60,B55C5,S_338810
D:\Sara\All_DFT_Data,120/B105C15_2/S_389540/graphs.pt,0,105,15,120,B105C15,S_389540
D:\Sara\All_DFT_Data,120/B109C11_5/S_239997/graphs.pt,0,109,11,120,B109C11,S_239997
D:\Sara\All_DFT_Data,15/B13C2_3/S_241526/graphs.pt,0,13,2,15,B13C2,S_241526
D:\Sara\All_DFT_Data,120/B107C13_5/S_281326/graphs.pt,0,107,13,120,B107C13,S_281326
D:\Sara\All_DFT_Data,120/B109C11_1/S_326048/graphs.pt,0,109,11,120,B109C11,S_326048
D:\Sara\All_DFT_Data\Test_Data,Test93/graphs.pt,1,99,21,120,B99C21,Test93
D:\Sara\All_DFT_Data,30/B23C7_1/S_93378/graphs.pt,0,23,7,30,B23C7,S_93378
D:\Sara\All_DFT_Data,120/B109C11_3/S_245362/graphs.pt,0,109,11,120,B109C11,S_245362
D:\Sara\All_DFT_Data,120/B101C19_2/S_169293/graphs.pt,0,101,19,120,B101C19,S_169293
D:\Sara\All_DFT_Data,60/B47C13_1/S_271108/graphs.pt,0,47,13,60,B47C13,S_271108
D:\Sara\All_DFT_Data,120/B113C7_5/S_245124/graphs.pt,0,113,7,120,B113C7,S_245124
D:\Sara\All_DFT_Data\Test_Data,Test95/graphs.pt,1,12,3,15,B12C3,Test95
D:\Sara\All_DFT_Data,15/B12C3_3/S_41699/graphs.pt,0,12,3,15,B12C3,S_41699
D:\Sara\All_DFT_Data,120/B101C19_1/S_28944/graphs.pt,0,101,19,120,B101C19,S_28944
D:\Sara\All_DFT_Data\Test_Data,Test44/graphs.pt,1,11,4,15,B11C4,Test44
D:\Sara\All_DFT_Data,60/B47C13_1/S_74459/graphs.pt,0,47,13,60,B47C13,S_74459
D:\Sara\All_DFT_Data,30/B27C3_1/S_73521/graphs.pt,0,27,3,30,B27C3,S_73521
D:\Sara\All_DFT_Data,120/B103C17_3/S_208046/graphs.pt,0,103,17,120,B103C17,S_208046
D:\Sara\All_DFT_Data,120/B99C21_4/S_346582/graphs.pt,0,99,21,120,B99C21,S_346582
D:\Sara\All_DFT_Data,60/B47C13_1/S_183861/graphs.pt,0,47,13,60,B47C13,S_183861
D:\Sara\All_DFT_Data,120/B111C9_5/S_59610/graphs.pt,0,111,9,120,B111C9,S_59610
D:\Sara\All_DFT_Data,60/B55C5_5/S_230755/graphs.pt,0,55,5,60,B55C5,S_230755
D:\Sara\All_DFT_Data,120/B105C15_5/S_155491/graphs.pt,0,105,15,120,B105C15,S_155491
D:\Sara\All_DFT_Data,120/B107C13_3/S_383678/graphs.pt,0,107,13,120,B107C13,S_383678
D:\Sara\All_DFT_Data,60/B51C9_2/S_86051/graphs.pt,0,51,9,60,B51C9,S_86051
D:\Sara\All_DFT_Data,60/B51C9_2/S_82031/graphs.pt,0,51,9,60,B51C9,S_82031
D:\Sara\All_DFT_Data,120/B105C15_4/S_325416/graphs.pt,0,105,15,120,B105C15,S_325416
D:\Sara\All_DFT_Data,120/B103C17_2/S_128550/graphs.pt,0,103,17,120,B103C17,S_128550
D:\Sara\All_DFT_Data,15/B14C_4/S_160971/graphs.pt,0,14,1,15,B14C1,S_160971
D:\Sara\All_DFT_Data,120/B111C9_3/S_16189/graphs.pt,0,111,9,120,B111C9,S_16189
D:\Sara\All_DFT_Data,120/B99C21_4/S_163074/graphs.pt,0,99,21,120,B99C21,S_163074
D:\Sara\All_DFT_Data,60/B53C7_1/S_375220/graphs.pt,0,53,7,60,B53C7,S_375220
D:\Sara\All_DFT_Data,30/B27C3_5/S_313131/graphs.pt,0,27,3,30,B27C3,S_313131
D:\Sara\All_DFT_Data,120/B107C13_3/S_317469/graphs.pt,0,107,13,120,B107C13,S_317469
D:\Sara\All_DFT_Data,30/B25C5_3/S_327095/graphs.pt,0,25,5,30,B25C5,S_327095
D:\Sara\All_DFT_Data,120/B107C13_5/S_389593/graphs.pt,0,107,13,120,B107C13,S_389593
D:\Sara\All_DFT_Data,120/B99C21_4/S_86204/graphs.pt,0,99,21,120,B99C21,S_86204
D:\Sara\All_DFT_Data,120/B97C23_1/S_348415/graphs.pt,0,97,23,120,B97C23,S_348415
D:\Sara\All_DFT_Data,120/B97C23_2/S_16597/graphs.pt,0,97,23,120,B97C23,S_16597
D:\Sara\All_DFT_Data,120/B113C7_4/S_201520/graphs.pt,0,113,7,120,B113C7,S_201520
D:\Sara\All_DFT_Data,60/B55C5_3/S_250504/graphs.pt,0,55,5,60,B55C5,S_250504
D:\Sara\All_DFT_Data,15/B13C2_1/S_388982/graphs.pt,0,13,2,15,B13C2,S_388982
D:\Sara\All_DFT_Data,60/B53C7_4/S_273363/graphs.pt,0,53,7,60,B53C7,S_273363
D:\Sara\All_DFT_Data,30/B25C5_3/S_70179/graphs.pt,0,25,5,30,B25C5,S_70179
D:\Sara\All_DFT_Data,15/B12C3_1/S_332249/graphs.pt,0,12,3,15,B12C3,S_332249
D:\Sara\All_DFT_Data,30/B27C3_3/S_6916/graphs.pt,0,27,3,30,B27C3,S_6916
D:\Sara\All_DFT_Data,15/B14C_4/S_62334/graphs.pt,0,14,1,15,B14C1,S_62334
D:\Sara\All_DFT_Data,120/B101C19_2/S_333076/graphs.pt,0,101,19,120,B101C19,S_333076
D:\Sara\All_DFT_Data,60/B47C13_5/S_154221/graphs.pt,0,47,13,60,B47C13,S_154221
D:\Sara\All_DFT_Data,120/B113C7_5/S_10024/graphs.pt,0,113,7,120,B113C7,S_10024
D:\Sara\All_DFT_Data,120/B111C9_3/S_199101/graphs.pt,0,111,9,120,B111C9,S_199101
D:\Sara\All_DFT_Data,30/B23C7_1/S_146902/graphs.pt,0,23,7,30,B23C7,S_146902
D:\Sara\All_DFT_Data,120/B101C19_4/S_93443/graphs.pt,0,101,19,120,B101C19,S_93443
D:\Sara\All_DFT_Data,120/B99C21_1/S_345902/graphs.pt,0,99,21,120,B99C21,S_345902
D:\Sara\All_DFT_Data,60/B55C5_2/S_132978/graphs.pt,0,55,5,60,B55C5,S_132978
D:\Sara\All_DFT_Data,60/B47C13_3/S_280959/graphs.pt,0,47,13,60,B47C13,S_280959
D:\Sara\All_DFT_Data,60/B53C7_4/S_240480/graphs.pt,0,53,7,60,B53C7,S_240480
D:\Sara\All_DFT_Data,120/B111C9_3/S_329002/graphs.pt,0,111,9,120,B111C9,S_329002
D:\Sara\All_DFT_Data,60/B49C11_4/S_327986/graphs.pt,0,49,11,60,B49C11,S_327986
D:\Sara\All_DFT_Data,120/B111C9_2/S_85368/graphs.pt,0,111,9,120,B111C9,S_85368
D:\Sara\All_DFT_Data,120/B107C13_3/S_354624/graphs.pt,0,107,13,120,B107C13,S_354624
D:\Sara\All_DFT_Data,120/B103C17_3/S_14895/graphs.pt,0,103,17,120,B103C17,S_14895
D:\Sara\All_DFT_Data,15/B13C2_5/S_180136/graphs.pt,0,13,2,15,B13C2,S_180136
D:\Sara\All_DFT_Data\Test_Data,Test24/graphs.pt,1,11,4,15,B11C4,Test24
D:\Sara\All_DFT_Data,60/B45C15_3/S_25684/graphs.pt,0,45,15,60,B45C15,S_25684
D:\Sara\All_DFT_Data,120/B111C9_5/S_27784/graphs.pt,0,111,9,120,B111C9,S_27784
D:\Sara\All_DFT_Data,60/B51C9_5/S_12806/graphs.pt,0,51,9,60,B51C9,S_12806
D:\Sara\All_DFT_Data,15/B14C_1/S_24487/graphs.pt,0,14,1,15,B14C1,S_24487
D:\Sara\All_DFT_Data,120/B109C11_5/S_205168/graphs.pt,0,109,11,120,B109C11,S_205168
D:\Sara\All_DFT_Data,60/B55C5_2/S_336908/graphs.pt,0,55,5,60,B55C5,S_336908
D:\Sara\All_DFT_Data,30/B23C7_3/S_277393/graphs.pt,0,23,7,30,B23C7,S_277393
D:\Sara\All_DFT_Data,120/B113C7_5/S_292182/graphs.pt,0,113,7,120,B113C7,S_292182
D:\Sara\All_DFT_Data,120/B111C9_2/S_304470/graphs.pt,0,111,9,120,B111C9,S_304470
D:\Sara\All_DFT_Data,120/B107C13_4/S_27149/graphs.pt,0,107,13,120,B107C13,S_27149
D:\Sara\All_DFT_Data,30/B23C7_5/S_65449/graphs.pt,0,23,7,30,B23C7,S_65449
D:\Sara\All_DFT_Data,120/B111C9_1/S_109193/graphs.pt,0,111,9,120,B111C9,S_109193
D:\Sara\All_DFT_Data,120/B103C17_4/S_298956/graphs.pt,0,103,17,120,B103C17,S_298956
D:\Sara\All_DFT_Data,120/B111C9_4/S_288903/graphs.pt,0,111,9,120,B111C9,S_288903
D:\Sara\All_DFT_Data,120/B109C11_4/S_32267/graphs.pt,0,109,11,120,B109C11,S_32267
D:\Sara\All_DFT_Data,120/B109C11_4/S_90882/graphs.pt,0,109,11,120,B109C11,S_90882
D:\Sara\All_DFT_Data,15/B12C3_3/S_116510/graphs.pt,0,12,3,15,B12C3,S_116510
D:\Sara\All_DFT_Data,120/B111C9_2/S_30014/graphs.pt,0,111,9,120,B111C9,S_30014
D:\Sara\All_DFT_Data,60/B55C5_4/S_22910/graphs.pt,0,55,5,60,B55C5,S_22910
D:\Sara\All_DFT_Data,120/B101C19_5/S_306481/graphs.pt,0,101,19,120,B101C19,S_306481
D:\Sara\All_DFT_Data,60/B55C5_2/S_119574/graphs.pt,0,55,5,60,B55C5,S_119574
D:\Sara\All_DFT_Data,15/B11C4_1/S_79891/graphs.pt,0,11,4,15,B11C4,S_79891
D:\Sara\All_DFT_Data,60/B45C15_2/S_66895/graphs.pt,0,45,15,60,B45C15,S_66895
D:\Sara\All_DFT_Data,120/B107C13_1/S_62720/graphs.pt,0,107,13,120,B107C13,S_62720
D:\Sara\All_DFT_Data,120/B99C21_5/S_335272/graphs.pt,0,99,21,120,B99C21,S_335272
D:\Sara\All_DFT_Data,30/B25C5_3/S_149298/graphs.pt,0,25,5,30,B25C5,S_149298
D:\Sara\All_DFT_Data,120/B105C15_1/S_386724/graphs.pt,0,105,15,120,B105C15,S_386724
D:\Sara\All_DFT_Data,120/B97C23_1/S_231495/graphs.pt,0,97,23,120,B97C23,S_231495
D:\Sara\All_DFT_Data,30/B27C3_1/S_327302/graphs.pt,0,27,3,30,B27C3,S_327302
D:\Sara\All_DFT_Data,15/B13C2_2/S_90533/graphs.pt,0,13,2,15,B13C2,S_90533
D:\Sara\All_DFT_Data,60/B55C5_5/S_291854/graphs.pt,0,55,5,60,B55C5,S_291854
D:\Sara\All_DFT_Data,120/B109C11_2/S_347114/graphs.pt,0,109,11,120,B109C11,S_347114
D:\Sara\All_DFT_Data,15/B14C_1/S_338030/graphs.pt,0,14,1,15,B14C1,S_338030
D:\Sara\All_DFT_Data,15/B11C4_5/S_378813/graphs.pt,0,11,4,15,B11C4,S_378813
D:\Sara\All_DFT_Data,120/B99C21_3/S_301451/graphs.pt,0,99,21,120,B99C21,S_301451
D:\Sara\All_DFT_Data,30/B25C5_3/S_354154/graphs.pt,0,25,5,30,B25C5,S_354154
D:\Sara\All_DFT_Data,60/B49C11_3/S_306817/graphs.pt,0,49,11,60,B49C11,S_306817
D:\Sara\All_DFT_Data,60/B55C5_2/S_377189/graphs.pt,0,55,5,60,B55C5,S_377189
D:\Sara\All_DFT_Data,15/B12C3_1/S_97542/graphs.pt,0,12,3,15,B12C3,S_97542
D:\Sara\All_DFT_Data,60/B45C15_4/S_3911/graphs.pt,0,45,15,60,B45C15,S_3911
D:\Sara\All_DFT_Data,60/B49C11_3/S_357416/graphs.pt,0,49,11,60,B49C11,S_357416
D:\Sara\All_DFT_Data,60/B45C15_5/S_390077/graphs.pt,0,45,15,60,B45C15,S_390077
D:\Sara\All_DFT_Data,60/B53C7_3/S_48071/graphs.pt,0,53,7,60,B53C7,S_48071
D:\Sara\All_DFT_Data,120/B97C23_2/S_62495/graphs.pt,0,97,23,120,B97C23,S_62495
D:\Sara\All_DFT_Data,120/B101C19_1/S_116579/graphs.pt,0,101,19,120,B101C19,S_116579
D:\Sara\All_DFT_Data,120/B99C21_3/S_16718/graphs.pt,0,99,21,120,B99C21,S_16718
D:\Sara\All_DFT_Data,120/B111C9_3/S_158186/graphs.pt,0,111,9,120,B111C9,S_158186
D:\Sara\All_DFT_Data,60/B51C9_4/S_331651/graphs.pt,0,51,9,60,B51C9,S_331651
D:\Sara\All_DFT_Data\Test_Data,Test29/graphs.pt,1,12,3,15,B12C3,Test29
D:\Sara\All_DFT_Data,120/B109C11_4/S_165923/graphs.pt,0,109,11,120,B109C11,S_165923
D:\Sara\All_DFT_Data,30/B25C5_2/S_199521/graphs.pt,0,25,5,30,B25C5,S_199521
D:\Sara\All_DFT_Data,120/B101C19_5/S_39850/graphs.pt,0,101,19,120,B101C19,S_39850
D:\Sara\All_DFT_Data,30/B25C5_2/S_208139/graphs.pt,0,25,5,30,B25C5,S_208139
